Isotope,Energy (keV),Intensity (%),Half life (s),Decay,Decay (%),Daughter
169Yb,173.88,0.0028744,2766355.2,EC,100.0,Tm
169Yb,177.21307,22.280193,2766355.2,EC,100.0,Tm
169Yb,193.15,0.0075453,2766355.2,EC,100.0,Tm
169Yb,197.95675,35.93,2766355.2,EC,100.0,Tm
169Yb,199.77,0.032337,2766355.2,EC,100.0,Tm
169Yb,205.99,0.00337742,2766355.2,EC,100.0,Tm
169Yb,213.935,0.00291033,2766355.2,EC,100.0,Tm
169Yb,226.3,0.00025151,2766355.2,EC,100.0,Tm
169Yb,228.71,0.00039523,2766355.2,EC,100.0,Tm
169Yb,240.331,0.1138981,2766355.2,EC,100.0,Tm
169Yb,261.07712,1.6793682,2766355.2,EC,100.0,Tm
169Yb,291.188,0.0043116,2766355.2,EC,100.0,Tm
169Yb,294.54,0.00097011,2766355.2,EC,100.0,Tm
169Yb,301.73,0.0046709,2766355.2,EC,100.0,Tm
169Yb,306.83,0.17965,2766355.2,EC,100.0,Tm
169Yb,307.52,0.50302,2766355.2,EC,100.0,Tm
169Yb,307.73586,10.046028,2766355.2,EC,100.0,Tm
169Yb,333.963,0.001742605,2766355.2,EC,100.0,Tm
169Yb,336.618,0.00944959,2766355.2,EC,100.0,Tm
169Yb,356.74,0.0001408456,2766355.2,EC,100.0,Tm
169Yb,370.854,0.000880285,2766355.2,EC,100.0,Tm
169Yb,379.284,0.000406009,2766355.2,EC,100.0,Tm
169Yb,386.671,0.0003348676,2766355.2,EC,100.0,Tm
169Yb,452.62,1.76057e-05,2766355.2,EC,100.0,Tm
169Yb,464.7,3.593e-06,2766355.2,EC,100.0,Tm
169Yb,465.65,0.000190429,2766355.2,EC,100.0,Tm
169Yb,466.7,1.94022e-05,2766355.2,EC,100.0,Tm
169Yb,474.97,0.0001943813,2766355.2,EC,100.0,Tm
169Yb,494.357,0.00147313,2766355.2,EC,100.0,Tm
169Yb,500.35,8.83878e-06,2766355.2,EC,100.0,Tm
169Yb,507.8,1.47313e-06,2766355.2,EC,100.0,Tm
169Yb,515.101,0.004171473,2766355.2,EC,100.0,Tm
169Yb,528.569,0.0001196469,2766355.2,EC,100.0,Tm
169Yb,546.16,1.47313e-06,2766355.2,EC,100.0,Tm
169Yb,562.41,0.0001189283,2766355.2,EC,100.0,Tm
169Yb,570.89,0.000111383,2766355.2,EC,100.0,Tm
169Yb,579.851,0.001925848,2766355.2,EC,100.0,Tm
169Yb,600.603,0.001138981,2766355.2,EC,100.0,Tm
169Yb,624.881,0.00492241,2766355.2,EC,100.0,Tm
169Yb,633.32,6.89856e-06,2766355.2,EC,100.0,Tm
169Yb,642.873,7.65309e-05,2766355.2,EC,100.0,Tm
169Yb,663.599,0.0001933034,2766355.2,EC,100.0,Tm
169Yb,693.46,8.69506e-06,2766355.2,EC,100.0,Tm
169Yb,710.354,3.41335e-05,2766355.2,EC,100.0,Tm
169Yb,739.42,1.83243e-06,2766355.2,EC,100.0,Tm
169Yb,760.24,8.2639e-07,2766355.2,EC,100.0,Tm
169Yb,773.386,0.0002087533,2766355.2,EC,100.0,Tm
169Yb,781.64,3.01812e-06,2766355.2,EC,100.0,Tm
169Yb,8.215,47.5,2766355.2,EC,100.0,Tm
169Yb,8.502,17.0646,46.0,IT,100.0,Yb
169Yb,49.773,52.3,2766355.2,EC,100.0,Tm
169Yb,50.742,92.3,2766355.2,EC,100.0,Tm
169Yb,57.612,30.2,2766355.2,EC,100.0,Tm
169Yb,58.257,38.0,2766355.2,EC,100.0,Tm
169Yb,59.034,7.84,2766355.2,EC,100.0,Tm
187W,7.1,0.003652,86400.0,B-,100.0,Re
187W,16.45,0.009296,86400.0,B-,100.0,Re
187W,29.23,0.005976,86400.0,B-,100.0,Re
187W,36.38,0.008964,86400.0,B-,100.0,Re
187W,40.75,0.002324,86400.0,B-,100.0,Re
187W,43.66,0.002324,86400.0,B-,100.0,Re
187W,70.2,0.00664,86400.0,B-,100.0,Re
187W,72.002,13.5456,86400.0,B-,100.0,Re
187W,77.37,0.008632,86400.0,B-,100.0,Re
187W,93.22,0.005976,86400.0,B-,100.0,Re
187W,100.38,0.010624,86400.0,B-,100.0,Re
187W,103.8,0.010624,86400.0,B-,100.0,Re
187W,106.596,0.030876,86400.0,B-,100.0,Re
187W,106.596,0.030876,86400.0,B-,100.0,Re
187W,113.746,0.091964,86400.0,B-,100.0,Re
187W,115.5,0.005644,86400.0,B-,100.0,Re
187W,123.66,0.002988,86400.0,B-,100.0,Re
187W,134.247,10.3584,86400.0,B-,100.0,Re
187W,138.5,0.005312,86400.0,B-,100.0,Re
187W,141.22,0.007968,86400.0,B-,100.0,Re
187W,154.4,0.0166,86400.0,B-,100.0,Re
187W,165.7,0.000996,86400.0,B-,100.0,Re
187W,168.5,0.002988,86400.0,B-,100.0,Re
187W,178.8,0.01328,86400.0,B-,100.0,Re
187W,198.34,0.001992,86400.0,B-,100.0,Re
187W,206.247,0.15272,86400.0,B-,100.0,Re
187W,208.29,0.000996,86400.0,B-,100.0,Re
187W,239.13,0.0996,86400.0,B-,100.0,Re
187W,246.2,0.13612,86400.0,B-,100.0,Re
187W,261.0,0.01328,86400.0,B-,100.0,Re
187W,262.7,0.01328,86400.0,B-,100.0,Re
187W,275.61,0.002656,86400.0,B-,100.0,Re
187W,303.0,0.0005644,86400.0,B-,100.0,Re
187W,352.86,0.0018924,86400.0,B-,100.0,Re
187W,374.31,0.002988,86400.0,B-,100.0,Re
187W,375.93,0.004316,86400.0,B-,100.0,Re
187W,454.92,0.036188,86400.0,B-,100.0,Re
187W,479.53,26.5932,86400.0,B-,100.0,Re
187W,484.15,0.020916,86400.0,B-,100.0,Re
187W,491.2,0.02988,86400.0,B-,100.0,Re
187W,511.76,0.80676,86400.0,B-,100.0,Re
187W,551.55,6.13536,86400.0,B-,100.0,Re
187W,564.62,0.014608,86400.0,B-,100.0,Re
187W,573.71,0.0006308,86400.0,B-,100.0,Re
187W,576.31,0.007968,86400.0,B-,100.0,Re
187W,578.72,0.001162,86400.0,B-,100.0,Re
187W,582.0,0.130808,86400.0,B-,100.0,Re
187W,589.06,0.150064,86400.0,B-,100.0,Re
187W,612.9,0.002656,86400.0,B-,100.0,Re
187W,618.37,7.5696,86400.0,B-,100.0,Re
187W,625.52,1.314056,86400.0,B-,100.0,Re
187W,638.65,0.003984,86400.0,B-,100.0,Re
187W,638.65,0.003984,86400.0,B-,100.0,Re
187W,641.1,0.03652,86400.0,B-,100.0,Re
187W,647.3,0.000996,86400.0,B-,100.0,Re
187W,682.34,0.0083,86400.0,B-,100.0,Re
187W,685.81,33.2,86400.0,B-,100.0,Re
187W,693.06,0.00166,86400.0,B-,100.0,Re
187W,727.22,0.04316,86400.0,B-,100.0,Re
187W,730.32,0.01992,86400.0,B-,100.0,Re
187W,745.21,0.367524,86400.0,B-,100.0,Re
187W,767.4,0.0018924,86400.0,B-,100.0,Re
187W,772.87,5.01984,86400.0,B-,100.0,Re
187W,794.8,0.02656,86400.0,B-,100.0,Re
187W,816.56,0.015272,86400.0,B-,100.0,Re
187W,825.95,0.0002822,86400.0,B-,100.0,Re
187W,826.65,0.0002822,86400.0,B-,100.0,Re
187W,835.55,0.00996,86400.0,B-,100.0,Re
187W,844.7,0.0002988,86400.0,B-,100.0,Re
187W,864.55,0.409356,86400.0,B-,100.0,Re
187W,879.44,0.170648,86400.0,B-,100.0,Re
187W,933.8,0.01328,86400.0,B-,100.0,Re
187W,960.17,0.0015936,86400.0,B-,100.0,Re
187W,968.78,0.04648,86400.0,B-,100.0,Re
187W,1000.82,0.00498,86400.0,B-,100.0,Re
187W,1056.24,0.00027224,86400.0,B-,100.0,Re
187W,1086.6,9.96e-05,86400.0,B-,100.0,Re
187W,1095.9,9.96e-05,86400.0,B-,100.0,Re
187W,1190.38,0.00026228,86400.0,B-,100.0,Re
187W,1220.8,0.00020916,86400.0,B-,100.0,Re
187W,1230.1,0.0015936,86400.0,B-,100.0,Re
187W,10.063,9.2,86400.0,B-,100.0,Re
187W,59.718,8.4,86400.0,B-,100.0,Re
187W,61.141,14.5,86400.0,B-,100.0,Re
187W,69.395,4.83,86400.0,B-,100.0,Re
187W,70.206,6.17,86400.0,B-,100.0,Re
187W,71.195,1.34,86400.0,B-,100.0,Re
192Ir,12.984,0.0017543551867511096,7605219159.876672,IT,100.0,Ir
192Ir,56.71,0.03506927393896878,87.0,IT,99.9825,Ir
192Ir,110.33,0.0127,6378825.6,EC,4.76,Os
192Ir,136.39,0.2,6378825.6,B-,95.24,Pt
192Ir,155.16,0.1,7605219159.876672,IT,100.0,Ir
192Ir,176.98,0.0043,6378825.6,B-,95.24,Pt
192Ir,201.3112,0.471,6378825.6,EC,4.76,Os
192Ir,205.7943,3.31,6378825.6,EC,4.76,Os
192Ir,280.27,0.008,6378825.6,B-,95.24,Pt
192Ir,283.2668,0.266,6378825.6,EC,4.76,Os
192Ir,295.9565,28.71,6378825.6,B-,95.24,Pt
192Ir,295.9565,18.919163573820946,87.0,B-,0.0175,Pt
192Ir,308.45507,29.7,6378825.6,B-,95.24,Pt
192Ir,316.50618,92.24241306152568,87.0,B-,0.0175,Pt
192Ir,316.50618,82.86,6378825.6,B-,95.24,Pt
192Ir,329.09,0.0173,6378825.6,EC,4.76,Os
192Ir,374.4852,0.727,6378825.6,EC,4.76,Os
192Ir,416.4688,0.67,6378825.6,B-,95.24,Pt
192Ir,420.51,0.069,6378825.6,EC,4.76,Os
192Ir,468.06885,47.84,6378825.6,B-,95.24,Pt
192Ir,484.5751,3.19,6378825.6,EC,4.76,Os
192Ir,485.45,0.0047,6378825.6,B-,95.24,Pt
192Ir,489.06,0.438,6378825.6,EC,4.76,Os
192Ir,588.581,4.522,6378825.6,B-,95.24,Pt
192Ir,593.63,0.042,6378825.6,B-,95.24,Pt
192Ir,599.41,0.0039,6378825.6,B-,95.24,Pt
192Ir,604.41105,8.216,6378825.6,B-,95.24,Pt
192Ir,612.4621,3.673573904821935,87.0,B-,0.0175,Pt
192Ir,612.46215,5.34,6378825.6,B-,95.24,Pt
192Ir,703.78,0.0053,6378825.6,EC,4.76,Os
192Ir,765.8,0.0013,6378825.6,B-,95.24,Pt
192Ir,884.5365,0.292,6378825.6,B-,95.24,Pt
192Ir,1061.49,0.0531,6378825.6,B-,95.24,Pt
192Ir,1089.96,0.00116,6378825.6,B-,95.24,Pt
192Ir,1378.5,0.0014,6378825.6,B-,95.24,Pt
192Ir,10.393,1.502676758200464,6378825.6,EC,4.76,Os
192Ir,10.728,23.1872415225,87.0,IT,99.9825,Ir
192Ir,10.728,42.658529562,7605219159.876672,IT,100.0,Ir
192Ir,11.07,2.5795701309174,87.0,B-,0.0175,Pt
192Ir,11.07,3.924516498922746,6378825.6,B-,95.24,Pt
192Ir,61.486,1.1984259258336007,6378825.6,EC,4.76,Os
192Ir,63.0,2.0651833979555416,6378825.6,EC,4.76,Os
192Ir,63.287,0.1780163292725233,7605219159.876672,IT,100.0,Ir
192Ir,64.896,0.305502538652005,7605219159.876672,IT,100.0,Ir
192Ir,65.122,1.725666769611762,87.0,B-,0.0175,Pt
192Ir,65.122,2.6542601519743005,6378825.6,B-,95.24,Pt
192Ir,66.832,2.949857725832072,87.0,B-,0.0175,Pt
192Ir,66.832,4.53719684098171,6378825.6,B-,95.24,Pt
192Ir,71.496,0.6909672865209825,6378825.6,EC,4.76,Os
192Ir,72.338,0.8844381267468576,6378825.6,EC,4.76,Os
192Ir,73.364,0.1934708402258751,6378825.6,EC,4.76,Os
192Ir,73.637,0.10250750746334505,7605219159.876672,IT,100.0,Ir
192Ir,74.51,0.1315171320754717,7605219159.876672,IT,100.0,Ir
192Ir,75.576,0.02900962461212665,7605219159.876672,IT,100.0,Ir
192Ir,75.821,0.9925491347248574,87.0,B-,0.0175,Pt
192Ir,75.821,1.52664677999766,6378825.6,B-,95.24,Pt
192Ir,76.725,1.2764181872561666,87.0,B-,0.0175,Pt
192Ir,76.725,1.9632677590769907,6378825.6,B-,95.24,Pt
192Ir,77.832,0.28386905253130923,87.0,B-,0.0175,Pt
192Ir,77.832,0.4366209790793308,6378825.6,B-,95.24,Pt
198Au,97.21,68.53,196300.8,IT,100.0,Au
198Au,115.2,0.04004,196300.8,IT,100.0,Au
198Au,180.31,49.28,196300.8,IT,100.0,Au
198Au,204.1,38.5,196300.8,IT,100.0,Au
198Au,214.89,77.0,196300.8,IT,100.0,Au
198Au,333.82,17.71,196300.8,IT,100.0,Au
198Au,411.80205,95.62,232770.24,B-,100.0,Hg
198Au,675.8836,0.8051204,232770.24,B-,100.0,Hg
198Au,1087.6842,0.15892044,232770.24,B-,100.0,Hg
198Au,11.419,57.3458926502,196300.8,IT,100.0,Au
198Au,11.777,1.1924050708503529,232770.24,B-,100.0,Hg
198Au,66.991,24.410769081240037,196300.8,IT,100.0,Au
198Au,68.806,41.55731883084787,196300.8,IT,100.0,Au
198Au,68.894,0.8074709248017369,232770.24,B-,100.0,Hg
198Au,70.82,1.3688267923406288,232770.24,B-,100.0,Hg
198Au,78.048,14.022696732282458,196300.8,IT,100.0,Au
198Au,78.983,18.075256087912088,196300.8,IT,100.0,Au
198Au,80.133,4.05255935562963,196300.8,IT,100.0,Au
198Au,80.316,0.46454614843874176,232770.24,B-,100.0,Hg
198Au,81.285,0.6006581699312931,232770.24,B-,100.0,Hg
198Au,82.477,0.13611202149255133,232770.24,B-,100.0,Hg
201Tl,26.34,0.008,262837.44,EC,100.0,Hg
201Tl,30.6,0.253,262837.44,EC,100.0,Hg
201Tl,32.19,0.258,262837.44,EC,100.0,Hg
201Tl,135.34,2.565,262837.44,EC,100.0,Hg
201Tl,141.1,0.28,262837.44,EC,100.0,Hg
201Tl,165.88,0.155,262837.44,EC,100.0,Hg
201Tl,167.43,10.0,262837.44,EC,100.0,Hg
201Tl,331.1,85.8,0.00201,IT,100.0,Tl
201Tl,588.0,94.69,0.00201,IT,100.0,Tl
201Tl,11.777,30.0,262837.44,EC,100.0,Hg
201Tl,12.148,5.720790255716,0.00201,IT,100.0,Tl
201Tl,68.894,22.0,262837.44,EC,100.0,Hg
201Tl,70.82,38.0,262837.44,EC,100.0,Hg
201Tl,70.832,3.9146665930174986,0.00201,IT,100.0,Tl
201Tl,72.874,6.608147523662219,0.00201,IT,100.0,Tl
201Tl,80.316,13.0,262837.44,EC,100.0,Hg
201Tl,81.285,17.0,262837.44,EC,100.0,Hg
201Tl,82.477,3.7,262837.44,EC,100.0,Hg
201Tl,82.629,2.2473550580726926,0.00201,IT,100.0,Tl
201Tl,83.631,2.914819510320282,0.00201,IT,100.0,Tl
201Tl,84.866,0.6674644522475897,0.00201,IT,100.0,Tl
203Hg,279.1952,81.56,4027104.0,B-,100.0,Tl
203Hg,341.5,52.740381,2.21e-05,IT,100.0,Hg
203Hg,591.4,98.213,2.21e-05,IT,100.0,Hg
203Hg,11.777,13.97945103548878,2.21e-05,IT,100.0,Hg
203Hg,68.894,10.583707897143354,2.21e-05,IT,100.0,Hg
203Hg,70.82,17.94152889836134,2.21e-05,IT,100.0,Hg
203Hg,80.316,6.088913654724902,2.21e-05,IT,100.0,Hg
203Hg,81.285,7.872965355559297,2.21e-05,IT,100.0,Hg
203Hg,82.477,1.7840517008343963,2.21e-05,IT,100.0,Hg
207Bi,117.9,2.575,0.000182,IT,100.0,Bi
207Bi,238.0,2.575,0.000182,IT,100.0,Bi
207Bi,262.2,23.69,0.000182,IT,100.0,Bi
207Bi,288.0,1.03,0.000182,IT,100.0,Bi
207Bi,308.6,2.575,0.000182,IT,100.0,Bi
207Bi,328.1,0.00069,995621014.4983776,EC+B+,100.0,Pb
207Bi,405.0,4.326,0.000182,IT,100.0,Bi
207Bi,426.1,14.42,0.000182,IT,100.0,Bi
207Bi,456.1,50.47,0.000182,IT,100.0,Bi
207Bi,569.698,97.75,995621014.4983776,EC+B+,100.0,Pb
207Bi,571.0,16.48,0.000182,IT,100.0,Bi
207Bi,669.5,63.86,0.000182,IT,100.0,Bi
207Bi,713.5,40.17,0.000182,IT,100.0,Bi
207Bi,743.3,38.11,0.000182,IT,100.0,Bi
207Bi,897.77,0.128,995621014.4983776,EC+B+,100.0,Pb
207Bi,931.8,29.87,0.000182,IT,100.0,Bi
207Bi,975.6,7.21,0.000182,IT,100.0,Bi
207Bi,1063.656,74.5,995621014.4983776,EC+B+,100.0,Pb
207Bi,1240.9,2.369,0.000182,IT,100.0,Bi
207Bi,1442.2,0.131,995621014.4983776,EC+B+,100.0,Pb
207Bi,1460.0,1.61,995621014.4983776,EC+B+,100.0,Pb
207Bi,1770.228,6.87,995621014.4983776,EC+B+,100.0,Pb
207Bi,511.0,0.076,995621014.4983776,EC+B+,100.0,Pb
207Bi,12.522,33.18940489011642,995621014.4983776,EC+B+,100.0,Pb
207Bi,12.904,16.18424155804594,0.000182,IT,100.0,Bi
207Bi,72.805,21.710873162133087,995621014.4983776,EC+B+,100.0,Pb
207Bi,74.815,11.188541837136944,0.000182,IT,100.0,Bi
207Bi,74.97,36.48886245736653,995621014.4983776,EC+B+,100.0,Pb
207Bi,77.108,18.71932714930056,0.000182,IT,100.0,Bi
207Bi,84.986,12.471371918464202,995621014.4983776,EC+B+,100.0,Pb
207Bi,86.022,16.23772623784039,995621014.4983776,EC+B+,100.0,Pb
207Bi,87.301,3.766354319376189,995621014.4983776,EC+B+,100.0,Pb
207Bi,87.388,6.412100548393951,0.000182,IT,100.0,Bi
207Bi,88.458,8.3742033162025,0.000182,IT,100.0,Bi
207Bi,89.784,1.962102767808549,0.000182,IT,100.0,Bi
208Tl,211.4,0.18,183.18,B-,100.0,Pb
208Tl,233.36,0.31,183.18,B-,100.0,Pb
208Tl,252.61,0.78,183.18,B-,100.0,Pb
208Tl,277.371,6.6,183.18,B-,100.0,Pb
208Tl,485.95,0.049,183.18,B-,100.0,Pb
208Tl,510.77,22.6,183.18,B-,100.0,Pb
208Tl,583.187,85.0,183.18,B-,100.0,Pb
208Tl,587.7,0.06,183.18,B-,100.0,Pb
208Tl,650.1,0.05,183.18,B-,100.0,Pb
208Tl,705.2,0.022,183.18,B-,100.0,Pb
208Tl,722.04,0.24,183.18,B-,100.0,Pb
208Tl,748.7,0.046,183.18,B-,100.0,Pb
208Tl,763.13,1.79,183.18,B-,100.0,Pb
208Tl,808.3,0.03,183.18,B-,100.0,Pb
208Tl,821.2,0.041,183.18,B-,100.0,Pb
208Tl,835.9,0.076,183.18,B-,100.0,Pb
208Tl,860.557,12.5,183.18,B-,100.0,Pb
208Tl,883.3,0.031,183.18,B-,100.0,Pb
208Tl,927.6,0.125,183.18,B-,100.0,Pb
208Tl,982.7,0.205,183.18,B-,100.0,Pb
208Tl,1004.0,0.005,183.18,B-,100.0,Pb
208Tl,1093.9,0.43,183.18,B-,100.0,Pb
208Tl,1125.7,0.005,183.18,B-,100.0,Pb
208Tl,1160.8,0.011,183.18,B-,100.0,Pb
208Tl,1185.2,0.017,183.18,B-,100.0,Pb
208Tl,1282.8,0.052,183.18,B-,100.0,Pb
208Tl,1381.1,0.007,183.18,B-,100.0,Pb
208Tl,1647.5,0.002,183.18,B-,100.0,Pb
208Tl,1744.0,0.002,183.18,B-,100.0,Pb
208Tl,2614.511,99.754,183.18,B-,100.0,Pb
208Tl,3197.7,0.007,183.18,B-,100.0,Pb
208Tl,3475.1,0.003,183.18,B-,100.0,Pb
208Tl,3708.4,0.004,183.18,B-,100.0,Pb
208Tl,3960.9,0.003,183.18,B-,100.0,Pb
208Tl,12.522,2.75,183.18,B-,100.0,Pb
208Tl,72.805,2.04,183.18,B-,100.0,Pb
208Tl,74.97,3.42,183.18,B-,100.0,Pb
208Tl,84.986,1.17,183.18,B-,100.0,Pb
208Tl,86.022,1.52,183.18,B-,100.0,Pb
208Tl,87.301,0.353,183.18,B-,100.0,Pb
209Tl,117.21,75.74388,129.72,B-,100.0,Pb
209Tl,284.04,0.1395282,129.72,B-,100.0,Pb
209Tl,311.5,0.02790564,129.72,B-,100.0,Pb
209Tl,375.5,0.0697641,129.72,B-,100.0,Pb
209Tl,465.14,95.377491,129.72,B-,100.0,Pb
209Tl,469.7,0.0298989,129.72,B-,100.0,Pb
209Tl,582.4,0.3089553,129.72,B-,100.0,Pb
209Tl,748.3,0.0797304,129.72,B-,100.0,Pb
209Tl,755.6,0.1096293,129.72,B-,100.0,Pb
209Tl,860.5,0.2591238,129.72,B-,100.0,Pb
209Tl,873.5,0.5880117,129.72,B-,100.0,Pb
209Tl,890.0,0.1195956,129.72,B-,100.0,Pb
209Tl,902.8,0.099663,129.72,B-,100.0,Pb
209Tl,920.53,0.62987016,129.72,B-,100.0,Pb
209Tl,1239.73,0.4385172,129.72,B-,100.0,Pb
209Tl,1329.3,0.099663,129.72,B-,100.0,Pb
209Tl,1567.08,99.663,129.72,B-,100.0,Pb
209Tl,1661.1,0.099663,129.72,B-,100.0,Pb
209Tl,1673.2,0.4783824,129.72,B-,100.0,Pb
209Tl,1781.7,0.0398652,129.72,B-,100.0,Pb
209Tl,2032.1,0.00099663,129.72,B-,100.0,Pb
209Tl,2149.0,0.01494945,129.72,B-,100.0,Pb
209Tl,2315.9,0.028403955,129.72,B-,100.0,Pb
209Tl,12.522,7.900072704904687,129.72,B-,100.0,Pb
209Tl,72.805,5.736953650410493,129.72,B-,100.0,Pb
209Tl,74.97,9.64193890825293,129.72,B-,100.0,Pb
209Tl,84.986,3.295476976856448,129.72,B-,100.0,Pb
209Tl,86.022,4.290711023867095,129.72,B-,100.0,Pb
209Tl,87.301,0.9952340470106472,129.72,B-,100.0,Pb
211Bi,351.07,13.02,128.4,A,99.724,Tl
211Pb,65.42,0.07746,2166.0,B-,100.0,Bi
211Pb,81.0,0.045185,2166.0,B-,100.0,Bi
211Pb,83.8,0.058095,2166.0,B-,100.0,Bi
211Pb,88.2,0.016783,2166.0,B-,100.0,Bi
211Pb,94.3,0.011619,2166.0,B-,100.0,Bi
211Pb,95.0,0.018074,2166.0,B-,100.0,Bi
211Pb,97.3,0.011619,2166.0,B-,100.0,Bi
211Pb,244.0,0.03873,2166.0,B-,100.0,Bi
211Pb,313.59,0.030984,2166.0,B-,100.0,Bi
211Pb,342.91,0.034857,2166.0,B-,100.0,Bi
211Pb,362.072,0.042603,2166.0,B-,100.0,Bi
211Pb,404.853,3.78263,2166.0,B-,100.0,Bi
211Pb,427.088,1.75576,2166.0,B-,100.0,Bi
211Pb,430.0,0.006455,2166.0,B-,100.0,Bi
211Pb,478.0,0.01291,2166.0,B-,100.0,Bi
211Pb,479.62,0.005164,2166.0,B-,100.0,Bi
211Pb,481.1,0.02582,2166.0,B-,100.0,Bi
211Pb,481.92,0.010328,2166.0,B-,100.0,Bi
211Pb,491.82,0.0041312,2166.0,B-,100.0,Bi
211Pb,494.2,0.0016783,2166.0,B-,100.0,Bi
211Pb,500.4,0.011619,2166.0,B-,100.0,Bi
211Pb,502.0,0.0036148,2166.0,B-,100.0,Bi
211Pb,504.12,0.0058095,2166.0,B-,100.0,Bi
211Pb,609.38,0.042603,2166.0,B-,100.0,Bi
211Pb,676.69,0.01291,2166.0,B-,100.0,Bi
211Pb,704.64,0.462178,2166.0,B-,100.0,Bi
211Pb,766.51,0.617098,2166.0,B-,100.0,Bi
211Pb,832.01,3.52443,2166.0,B-,100.0,Bi
211Pb,865.93,0.0059386,2166.0,B-,100.0,Bi
211Pb,951.0,0.021947,2166.0,B-,100.0,Bi
211Pb,1014.64,0.0172994,2166.0,B-,100.0,Bi
211Pb,1080.16,0.0122645,2166.0,B-,100.0,Bi
211Pb,1090.5,0.002582,2166.0,B-,100.0,Bi
211Pb,1103.52,0.0046476,2166.0,B-,100.0,Bi
211Pb,1109.48,0.114899,2166.0,B-,100.0,Bi
211Pb,1196.33,0.0101989,2166.0,B-,100.0,Bi
211Pb,1234.3,0.001291,2166.0,B-,100.0,Bi
211Pb,1270.71,0.0068423,2166.0,B-,100.0,Bi
211Pb,12.904,0.4928582033163666,2166.0,B-,100.0,Bi
211Pb,74.815,0.22352609569870746,2166.0,B-,100.0,Bi
211Pb,77.108,0.3739770716056675,2166.0,B-,100.0,Bi
211Pb,87.388,0.12810175103003443,2166.0,B-,100.0,Bi
211Pb,88.458,0.16730088684522498,2166.0,B-,100.0,Bi
211Pb,89.784,0.039199135815190536,2166.0,B-,100.0,Bi
212Pb,115.183,0.596448,38239.2,B-,100.0,Bi
212Pb,176.68,0.05232,38239.2,B-,100.0,Bi
212Pb,238.632,43.6,38239.2,B-,100.0,Bi
212Pb,300.087,3.30052,38239.2,B-,100.0,Bi
212Pb,415.2,0.01308,38239.2,B-,100.0,Bi
212Pb,12.904,13.675041642107743,38239.2,B-,100.0,Bi
212Pb,74.815,10.027299973093202,38239.2,B-,100.0,Bi
212Pb,77.108,16.776476448206797,38239.2,B-,100.0,Bi
212Pb,87.388,5.746598313908116,38239.2,B-,100.0,Bi
212Pb,88.458,7.505057397964,38239.2,B-,100.0,Bi
212Pb,89.784,1.7584590840558836,38239.2,B-,100.0,Bi
213Bi,147.66,0.0149,2735.4,B-,97.86,Po
213Bi,292.8,0.419,2735.4,B-,97.86,Po
213Bi,323.7,0.167,2735.4,A,2.14,Tl
213Bi,402.8,0.0001,2735.4,B-,97.86,Po
213Bi,440.45,25.9,2735.4,B-,97.86,Po
213Bi,544.9,0.0167,2735.4,A,2.14,Tl
213Bi,574.9,0.0025,2735.4,B-,97.86,Po
213Bi,600.9,0.0043,2735.4,B-,97.86,Po
213Bi,604.94,0.0023,2735.4,B-,97.86,Po
213Bi,646.03,0.00229,2735.4,B-,97.86,Po
213Bi,659.75,0.0374,2735.4,B-,97.86,Po
213Bi,710.82,0.0114,2735.4,B-,97.86,Po
213Bi,807.36,0.289,2735.4,B-,97.86,Po
213Bi,826.55,0.0067,2735.4,B-,97.86,Po
213Bi,867.98,0.0118,2735.4,B-,97.86,Po
213Bi,880.91,0.0041,2735.4,B-,97.86,Po
213Bi,884.6,0.00029,2735.4,B-,97.86,Po
213Bi,886.66,0.00101,2735.4,B-,97.86,Po
213Bi,897.0,0.00031,2735.4,B-,97.86,Po
213Bi,1003.58,0.053,2735.4,B-,97.86,Po
213Bi,1045.7,0.018,2735.4,B-,97.86,Po
213Bi,1100.17,0.252,2735.4,B-,97.86,Po
213Bi,1119.4,0.052,2735.4,B-,97.86,Po
213Bi,1328.2,0.00039,2735.4,B-,97.86,Po
213Bi,12.148,0.008541970508,2735.4,A,2.14,Tl
213Bi,13.292,1.39209200632099,2735.4,B-,97.86,Po
213Bi,70.832,0.0061374227327259,2735.4,A,2.14,Tl
213Bi,72.874,0.0103602679485583,2735.4,A,2.14,Tl
213Bi,76.862,0.9830852643707164,2735.4,B-,97.86,Po
213Bi,79.29,1.6371111813001105,2735.4,B-,97.86,Po
213Bi,82.629,0.0035234081100352,2735.4,A,2.14,Tl
213Bi,83.631,0.0045698603187157,2735.4,A,2.14,Tl
213Bi,84.866,0.0010464522086804,2735.4,A,2.14,Tl
213Bi,89.837,0.5636120500985303,2735.4,B-,97.86,Po
213Bi,90.941,0.7388953976791732,2735.4,B-,97.86,Po
213Bi,92.315,0.1752833475806429,2735.4,B-,97.86,Po
214Bi,221.5,0.0027,1182.6,B-,99.979,Po
214Bi,230.0,0.0029,1182.6,B-,99.979,Po
214Bi,252.79,0.0123,1182.6,B-,99.979,Po
214Bi,268.6,0.0159,1182.6,B-,99.979,Po
214Bi,273.79,0.127,1182.6,B-,99.979,Po
214Bi,280.97,0.064,1182.6,B-,99.979,Po
214Bi,282.0,0.01,1182.6,B-,99.979,Po
214Bi,286.9,0.0027,1182.6,B-,99.979,Po
214Bi,304.0,0.0259,1182.6,B-,99.979,Po
214Bi,304.43,0.034,1182.6,B-,99.979,Po
