Isotope,Energy (keV),XS (mb),Info
110Pd,572.94,8.11871,"(n,n') XS"
110Pd,1224.0800000000002,6.6315,"(n,n') XS"
110Pd,905.27,6.0038,"(n,n') XS"
110Pd,687.92,4.2483,"(n,n') XS"
110Pd,1214.48,3.68387,"(n,n') XS"
110Pd,1096.26,3.15996,"(n,n') XS"
110Pd,1515.98,2.8577,"(n,n') XS"
110Pd,1142.4099999999999,2.72021,"(n,n') XS"
110Pd,1582.2,2.72021,"(n,n') XS"
110Pd,1177.41,2.53983,"(n,n') XS"
110Pd,1617.2,2.53983,"(n,n') XS"
110Pd,840.68,2.30233,"(n,n') XS"
110Pd,656.47,2.22424,"(n,n') XS"
110Pd,1543.75,2.13882,"(n,n') XS"
110Pd,1716.6,1.94974,"(n,n') XS"
110Pd,1342.8,1.94974,"(n,n') XS"
110Pd,1345.06,1.75676,"(n,n') XS"
110Pd,1490.2,1.61124,"(n,n') XS"
110Pd,1864.0,1.61124,"(n,n') XS"
110Pd,1281.4099999999999,1.57735,"(n,n') XS"
110Pd,1721.2,1.57735,"(n,n') XS"
110Pd,1210.2,1.56624,"(n,n') XS"
110Pd,1584.0,1.56624,"(n,n') XS"
110Pd,796.8499999999999,1.56112,"(n,n') XS"
110Pd,291.34,1.5445,"(n,n') XS"
110Pd,464.54,1.48509,"(n,n') XS"
110Pd,1379.41,1.41306,"(n,n') XS"
110Pd,1560.8,1.26032,"(n,n') XS"
110Pd,2125.3,1.12512,"(n,n') XS"
110Pd,798.08,1.10103,"(n,n') XS"
110Pd,1013.8199999999999,1.07697,"(n,n') XS"
110Pd,400.89000000000004,1.007,"(n,n') XS"
110Pd,1470.06,1.0034,"(n,n') XS"
110Pd,1121.01,0.983289,"(n,n') XS"
110Pd,722.48,0.972638,"(n,n') XS"
110Pd,1086.4499999999998,0.934455,"(n,n') XS"
110Pd,746.9,0.876859,"(n,n') XS"
110Pd,1819.1999999999998,0.833869,"(n,n') XS"
111Cd,245.39,90.0573,"(n,n') XS"
111Cd,571.69,60.0411,"(n,n') XS"
111Cd,171.33,46.0226,"(n,n') XS"
111Cd,284.27000000000004,37.8472,"(n,n') XS"
111Cd,342.14,24.6051,"(n,n') XS"
111Cd,435.05,9.65588,"(n,n') XS"
111Cd,569.8100000000001,8.58413,"(n,n') XS"
111Cd,620.18,8.08319,"(n,n') XS"
111Cd,839.87,8.04786,"(n,n') XS"
111Cd,357.86,6.03019,"(n,n') XS"
111Cd,283.28,6.03019,"(n,n') XS"
111Cd,608.5500000000001,5.95611,"(n,n') XS"
111Cd,704.62,3.7387,"(n,n') XS"
111Cd,507.41999999999996,3.43166,"(n,n') XS"
111Cd,741.14,3.34753,"(n,n') XS"
111Cd,490.61,3.22001,"(n,n') XS"
111Cd,736.0,3.22001,"(n,n') XS"
111Cd,855.6,2.60726,"(n,n') XS"
111Cd,24.45,2.32803,"(n,n') XS"
111Cd,374.79,2.31143,"(n,n') XS"
111Cd,437.21999999999997,2.20409,"(n,n') XS"
111Cd,446.07000000000005,2.03414,"(n,n') XS"
111Cd,754.9,1.75822,"(n,n') XS"
111Cd,873.02,1.55566,"(n,n') XS"
111Cd,752.81,1.50959,"(n,n') XS"
111Cd,1016.7600000000001,1.49074,"(n,n') XS"
111Cd,776.27,1.33784,"(n,n') XS"
111Cd,713.28,1.33265,"(n,n') XS"
111Cd,787.86,1.33265,"(n,n') XS"
111Cd,864.8000000000001,1.29115,"(n,n') XS"
111Cd,621.21,1.27981,"(n,n') XS"
111Cd,410.66999999999996,1.26963,"(n,n') XS"
111Cd,569.78,1.04793,"(n,n') XS"
111Cd,509.51,0.878971,"(n,n') XS"
111Cd,866.6,0.793618,"(n,n') XS"
111Cd,522.66,0.787471,"(n,n') XS"
111Cd,1115.5600000000002,0.761898,"(n,n') XS"
111Cd,832.86,0.72558,"(n,n') XS"
111Cd,412.76,0.703384,"(n,n') XS"
111Cd,701.69,0.684664,"(n,n') XS"
111Cd,1078.25,0.682053,"(n,n') XS"
111Cd,426.58000000000004,0.560697,"(n,n') XS"
111Cd,1185.73,0.514329,"(n,n') XS"
111Cd,278.04,0.493052,"(n,n') XS"
111Cd,336.09,0.480414,"(n,n') XS"
111Cd,619.41,0.464726,"(n,n') XS"
111Cd,524.46,0.435024,"(n,n') XS"
111Cd,96.75,0.425589,"(n,n') XS"
111Cd,270.06,0.402392,"(n,n') XS"
111Cd,1020.0,0.389152,"(n,n') XS"
112Cd,617.52,462.27,"(n,n') XS"
112Cd,798.06,201.843,"(n,n') XS"
112Cd,752.4499999999999,92.4808,"(n,n') XS"
112Cd,1387.81,40.4351,"(n,n') XS"
112Cd,694.87,33.5921,"(n,n') XS"
112Cd,957.74,18.7714,"(n,n') XS"
112Cd,851.34,13.6968,"(n,n') XS"
112Cd,1312.3899999999999,12.195,"(n,n') XS"
112Cd,1253.23,9.78525,"(n,n') XS"
112Cd,558.36,9.78496,"(n,n') XS"
112Cd,1468.8600000000001,8.14869,"(n,n') XS"
112Cd,692.94,8.08548,"(n,n') XS"
112Cd,666.1700000000001,6.98629,"(n,n') XS"
112Cd,401.89000000000004,6.39934,"(n,n') XS"
112Cd,1038.8500000000001,6.11284,"(n,n') XS"
112Cd,646.25,5.74637,"(n,n') XS"
112Cd,1101.42,5.74637,"(n,n') XS"
112Cd,1875.8600000000001,5.64318,"(n,n') XS"
112Cd,606.94,5.15059,"(n,n') XS"
112Cd,769.36,4.48627,"(n,n') XS"
112Cd,1504.1899999999998,4.15009,"(n,n') XS"
112Cd,455.17,3.40439,"(n,n') XS"
112Cd,1613.58,3.30388,"(n,n') XS"
112Cd,752.19,3.28386,"(n,n') XS"
112Cd,1538.67,3.18923,"(n,n') XS"
112Cd,1447.06,3.02094,"(n,n') XS"
112Cd,1096.36,2.89589,"(n,n') XS"
112Cd,1798.6599999999999,2.31239,"(n,n') XS"
112Cd,934.29,2.16677,"(n,n') XS"
112Cd,1549.48,1.95174,"(n,n') XS"
112Cd,2167.0,1.95174,"(n,n') XS"
112Cd,2506.65,1.82088,"(n,n') XS"
112Cd,649.0,1.57638,"(n,n') XS"
112Cd,1785.63,1.51653,"(n,n') XS"
112Cd,1103.79,1.43379,"(n,n') XS"
112Cd,612.8900000000001,1.31356,"(n,n') XS"
112Cd,2305.0,0.950996,"(n,n') XS"
112Cd,1687.48,0.950996,"(n,n') XS"
112Cd,1717.4799999999998,0.903775,"(n,n') XS"
112Cd,2335.0,0.903775,"(n,n') XS"
112Cd,297.28,0.900765,"(n,n') XS"
112Cd,2424.0,0.783324,"(n,n') XS"
112Cd,1806.48,0.783324,"(n,n') XS"
112Cd,2533.0,0.670865,"(n,n') XS"
112Cd,1915.48,0.670865,"(n,n') XS"
112Cd,1464.23,0.642774,"(n,n') XS"
112Cd,211.0,0.607824,"(n,n') XS"
112Cd,815.67,0.544289,"(n,n') XS"
112Cd,1889.1299999999999,0.528068,"(n,n') XS"
112Cd,2156.19,0.424318,"(n,n') XS"
113Cd,316.21,53.3521,"(n,n') XS"
113Cd,298.59999999999997,38.2354,"(n,n') XS"
113Cd,142.43,34.4295,"(n,n') XS"
113Cd,551.8,29.5987,"(n,n') XS"
113Cd,374.65,25.1214,"(n,n') XS"
113Cd,606.27,23.5043,"(n,n') XS"
113Cd,258.72,22.9316,"(n,n') XS"
113Cd,321.81,12.2325,"(n,n') XS"
113Cd,583.96,7.45849,"(n,n') XS"
113Cd,71.37,7.15651,"(n,n') XS"
113Cd,231.4,7.15651,"(n,n') XS"
113Cd,481.15000000000003,5.0842,"(n,n') XS"
113Cd,500.49999999999994,4.62057,"(n,n') XS"
113Cd,540.79,3.74743,"(n,n') XS"
113Cd,333.02,3.60885,"(n,n') XS"
113Cd,115.93,3.14051,"(n,n') XS"
113Cd,623.58,2.59265,"(n,n') XS"
113Cd,680.53,2.49475,"(n,n') XS"
113Cd,392.37,2.49037,"(n,n') XS"
113Cd,708.57,2.49036,"(n,n') XS"
113Cd,731.4399999999999,2.04415,"(n,n') XS"
113Cd,328.0,1.74623,"(n,n') XS"
113Cd,167.97,1.74623,"(n,n') XS"
113Cd,17.61,1.65358,"(n,n') XS"
113Cd,358.07,1.61686,"(n,n') XS"
113Cd,690.99,1.60208,"(n,n') XS"
113Cd,721.19,1.2672,"(n,n') XS"
113Cd,598.93,1.14902,"(n,n') XS"
113Cd,738.8000000000001,1.11511,"(n,n') XS"
113Cd,589.02,0.858645,"(n,n') XS"
113Cd,125.33,0.746038,"(n,n') XS"
113Cd,883.62,0.729849,"(n,n') XS"
113Cd,1037.4,0.697141,"(n,n') XS"
113Cd,562.33,0.675526,"(n,n') XS"
113Cd,878.54,0.675437,"(n,n') XS"
113Cd,1034.09,0.664548,"(n,n') XS"
113Cd,322.34000000000003,0.605059,"(n,n') XS"
113Cd,548.57,0.560735,"(n,n') XS"
113Cd,988.4,0.559282,"(n,n') XS"
113Cd,751.98,0.5509,"(n,n') XS"
113Cd,591.94,0.5509,"(n,n') XS"
113Cd,443.79,0.525166,"(n,n') XS"
113Cd,760.0,0.525166,"(n,n') XS"
113Cd,381.93,0.521442,"(n,n') XS"
113Cd,364.32,0.501444,"(n,n') XS"
113Cd,735.49,0.451868,"(n,n') XS"
113Cd,1002.8699999999999,0.356936,"(n,n') XS"
113Cd,1049.66,0.349463,"(n,n') XS"
113Cd,463.69,0.32699,"(n,n') XS"
113Cd,294.58,0.324258,"(n,n') XS"
114Cd,558.4599999999999,434.798,"(n,n') XS"
114Cd,725.2800000000001,163.723,"(n,n') XS"
114Cd,706.56,65.0755,"(n,n') XS"
114Cd,651.25,47.0815,"(n,n') XS"
114Cd,1399.64,40.5028,"(n,n') XS"
114Cd,1015.19,27.435,"(n,n') XS"
114Cd,748.39,14.1734,"(n,n') XS"
114Cd,1209.71,13.657,"(n,n') XS"
114Cd,667.95,13.5304,"(n,n') XS"
114Cd,805.89,12.8074,"(n,n') XS"
114Cd,522.54,11.699,"(n,n') XS"
114Cd,1364.3400000000001,11.6539,"(n,n') XS"
114Cd,1173.79,10.5273,"(n,n') XS"
114Cd,113.57000000000001,9.78248,"(n,n') XS"
114Cd,576.08,7.6564,"(n,n') XS"
114Cd,367.9,7.4875,"(n,n') XS"
114Cd,722.37,6.71056,"(n,n') XS"
114Cd,1107.76,4.64948,"(n,n') XS"
114Cd,654.55,4.47721,"(n,n') XS"
114Cd,648.34,4.42926,"(n,n') XS"
114Cd,448.51000000000005,3.90819,"(n,n') XS"
114Cd,1305.81,3.85,"(n,n') XS"
114Cd,1828.84,3.51097,"(n,n') XS"
114Cd,1489.5700000000002,3.11812,"(n,n') XS"
114Cd,1100.86,3.08586,"(n,n') XS"
114Cd,1660.4,3.07948,"(n,n') XS"
114Cd,1784.0,2.71021,"(n,n') XS"
114Cd,1225.54,2.71021,"(n,n') XS"
114Cd,1826.3,2.63487,"(n,n') XS"
114Cd,567.7299999999999,2.31457,"(n,n') XS"
114Cd,1283.49,2.18395,"(n,n') XS"
114Cd,1107.39,1.85982,"(n,n') XS"
114Cd,2396.0,1.62601,"(n,n') XS"
114Cd,707.41,1.50696,"(n,n') XS"
114Cd,942.56,1.44229,"(n,n') XS"
114Cd,1646.11,1.36544,"(n,n') XS"
114Cd,2456.01,1.26856,"(n,n') XS"
114Cd,1177.02,1.23771,"(n,n') XS"
114Cd,1902.3000000000002,1.20071,"(n,n') XS"
114Cd,580.52,1.02083,"(n,n') XS"
114Cd,920.8199999999999,0.996631,"(n,n') XS"
114Cd,994.85,0.969295,"(n,n') XS"
114Cd,868.53,0.908747,"(n,n') XS"
114Cd,366.85,0.823189,"(n,n') XS"
114Cd,1841.95,0.807895,"(n,n') XS"
114Cd,596.5,0.754932,"(n,n') XS"
114Cd,1175.05,0.661352,"(n,n') XS"
114Cd,1593.81,0.620096,"(n,n') XS"
114Cd,840.2199999999999,0.58692,"(n,n') XS"
114Cd,1182.57,0.576644,"(n,n') XS"
115In,1290.59,106.667,"(n,n') XS"
115In,933.7800000000001,43.2987,"(n,n') XS"
115In,1132.58,42.1492,"(n,n') XS"
115In,260.90000000000003,19.8978,"(n,n') XS"
115In,484.47,18.3869,"(n,n') XS"
115In,492.34,12.5259,"(n,n') XS"
115In,1486.1100000000001,9.6648,"(n,n') XS"
115In,705.2,9.51587,"(n,n') XS"
115In,941.4200000000001,8.37302,"(n,n') XS"
115In,1448.79,7.43575,"(n,n') XS"
115In,1078.16,7.15059,"(n,n') XS"
115In,1497.2,7.08494,"(n,n') XS"
115In,1463.5,5.27647,"(n,n') XS"
115In,1602.3,4.48568,"(n,n') XS"
115In,527.9000000000001,3.89563,"(n,n') XS"
115In,690.2700000000001,3.51097,"(n,n') XS"
115In,627.01,3.50204,"(n,n') XS"
115In,544.71,3.15013,"(n,n') XS"
115In,518.91,3.04143,"(n,n') XS"
115In,1608.1000000000001,2.98838,"(n,n') XS"
115In,938.62,2.68801,"(n,n') XS"
115In,1971.6,2.55427,"(n,n') XS"
115In,867.22,2.35578,"(n,n') XS"
115In,897.12,2.34657,"(n,n') XS"
115In,158.01999999999998,2.03768,"(n,n') XS"
115In,353.53000000000003,1.99027,"(n,n') XS"
115In,455.76,1.98413,"(n,n') XS"
115In,604.3199999999999,1.83452,"(n,n') XS"
115In,1736.9,1.74268,"(n,n') XS"
115In,750.36,1.70286,"(n,n') XS"
115In,363.9,1.69784,"(n,n') XS"
115In,951.17,1.61506,"(n,n') XS"
115In,529.9399999999999,1.34463,"(n,n') XS"
115In,481.02,1.33683,"(n,n') XS"
115In,444.29999999999995,1.33172,"(n,n') XS"
115In,830.96,1.31738,"(n,n') XS"
115In,231.44,1.15489,"(n,n') XS"
115In,316.21,1.15281,"(n,n') XS"
115In,318.65,1.13736,"(n,n') XS"
115In,344.28,0.954755,"(n,n') XS"
115In,328.34999999999997,0.917022,"(n,n') XS"
115In,522.81,0.842963,"(n,n') XS"
115In,1266.8600000000001,0.833848,"(n,n') XS"
115In,999.86,0.833848,"(n,n') XS"
115In,1133.76,0.778881,"(n,n') XS"
115In,641.4100000000001,0.778881,"(n,n') XS"
115In,821.41,0.68568,"(n,n') XS"
115In,1313.76,0.68568,"(n,n') XS"
115In,856.25,0.612855,"(n,n') XS"
115In,1478.49,0.535647,"(n,n') XS"
116Cd,513.49,370.142,"(n,n') XS"
116Cd,705.96,156.88,"(n,n') XS"
116Cd,807.21,64.4317,"(n,n') XS"
116Cd,699.51,34.8879,"(n,n') XS"
116Cd,1213.0,17.1327,"(n,n') XS"
116Cd,1029.39,14.0267,"(n,n') XS"
116Cd,976.0,12.6518,"(n,n') XS"
116Cd,1129.01,7.38756,"(n,n') XS"
116Cd,1408.07,6.38421,"(n,n') XS"
116Cd,1528.4199999999998,5.99655,"(n,n') XS"
116Cd,650.03,5.76681,"(n,n') XS"
116Cd,656.4799999999999,5.18986,"(n,n') XS"
116Cd,866.82,4.92963,"(n,n') XS"
116Cd,1083.5,4.91995,"(n,n') XS"
116Cd,1157.0,4.6073,"(n,n') XS"
116Cd,1642.5,4.50635,"(n,n') XS"
116Cd,1681.91,3.9118,"(n,n') XS"
116Cd,656.73,3.90012,"(n,n') XS"
116Cd,1083.2900000000002,3.83344,"(n,n') XS"
116Cd,769.07,3.59321,"(n,n') XS"
116Cd,1402.3300000000002,3.16443,"(n,n') XS"
116Cd,702.82,3.10162,"(n,n') XS"
116Cd,1437.84,3.01235,"(n,n') XS"
116Cd,1781.51,2.93924,"(n,n') XS"
116Cd,1120.32,2.82001,"(n,n') XS"
116Cd,650.78,2.68731,"(n,n') XS"
116Cd,1355.99,2.59518,"(n,n') XS"
116Cd,1604.94,2.5651,"(n,n') XS"
116Cd,1878.01,2.15685,"(n,n') XS"
116Cd,1171.29,2.0934,"(n,n') XS"
116Cd,708.56,1.91574,"(n,n') XS"
116Cd,399.40999999999997,1.84709,"(n,n') XS"
116Cd,822.4599999999999,1.84115,"(n,n') XS"
116Cd,2478.1499999999996,1.67127,"(n,n') XS"
116Cd,696.37,1.58206,"(n,n') XS"
116Cd,1152.47,1.58195,"(n,n') XS"
116Cd,835.87,1.41102,"(n,n') XS"
116Cd,423.95,1.41018,"(n,n') XS"
116Cd,2435.0299999999997,0.996745,"(n,n') XS"
116Cd,69.56,0.790636,"(n,n') XS"
116Cd,668.77,0.69286,"(n,n') XS"
116Cd,273.32,0.607568,"(n,n') XS"
116Cd,1414.9499999999998,0.536311,"(n,n') XS"
116Cd,1951.33,0.514922,"(n,n') XS"
116Cd,1081.1,0.401445,"(n,n') XS"
116Cd,1870.8,0.387152,"(n,n') XS"
116Cd,1178.5,0.338548,"(n,n') XS"
116Cd,418.21000000000004,0.282013,"(n,n') XS"
116Cd,334.54,0.230371,"(n,n') XS"
116Cd,174.85,0.215004,"(n,n') XS"
116Sn,1293.56,536.41,"(n,n') XS"
116Sn,972.6,235.106,"(n,n') XS"
116Sn,407.36,79.5802,"(n,n') XS"
116Sn,1097.3200000000002,79.4332,"(n,n') XS"
116Sn,99.82000000000001,66.2988,"(n,n') XS"
116Sn,1072.41,65.6391,"(n,n') XS"
116Sn,542.88,42.8207,"(n,n') XS"
116Sn,416.88,33.7398,"(n,n') XS"
116Sn,2112.32,28.5504,"(n,n') XS"
116Sn,135.52,23.9834,"(n,n') XS"
116Sn,818.76,21.4125,"(n,n') XS"
116Sn,650.47,20.6312,"(n,n') XS"
116Sn,641.8199999999999,16.2833,"(n,n') XS"
116Sn,1507.72,16.0532,"(n,n') XS"
116Sn,844.03,14.2607,"(n,n') XS"
116Sn,503.49999999999994,9.06859,"(n,n') XS"
116Sn,1752.84,8.29071,"(n,n') XS"
116Sn,931.8199999999999,7.81093,"(n,n') XS"
116Sn,791.76,6.83548,"(n,n') XS"
116Sn,1356.88,5.57435,"(n,n') XS"
116Sn,2225.38,5.23339,"(n,n') XS"
116Sn,331.84999999999997,4.49043,"(n,n') XS"
116Sn,436.67,4.27879,"(n,n') XS"
116Sn,706.05,4.19967,"(n,n') XS"
116Sn,138.32,3.81351,"(n,n') XS"
116Sn,1702.71,3.77279,"(n,n') XS"
116Sn,463.3,3.63522,"(n,n') XS"
116Sn,739.21,3.27769,"(n,n') XS"
116Sn,1886.1200000000001,3.0462,"(n,n') XS"
116Sn,2843.82,2.73784,"(n,n') XS"
116Sn,1071.68,2.36731,"(n,n') XS"
116Sn,1890.4399999999998,2.36731,"(n,n') XS"
116Sn,1292.0,2.19674,"(n,n') XS"
116Sn,3088.63,2.16349,"(n,n') XS"
116Sn,2960.03,2.11654,"(n,n') XS"
116Sn,839.02,2.02072,"(n,n') XS"
116Sn,714.3000000000001,2.02009,"(n,n') XS"
116Sn,1550.26,1.88879,"(n,n') XS"
116Sn,730.96,1.67978,"(n,n') XS"
116Sn,2585.56,1.45005,"(n,n') XS"
116Sn,355.46,1.42736,"(n,n') XS"
116Sn,830.77,1.30201,"(n,n') XS"
116Sn,733.9200000000001,1.21588,"(n,n') XS"
116Sn,1666.4699999999998,1.10081,"(n,n') XS"
116Sn,567.7299999999999,1.00771,"(n,n') XS"
116Sn,605.39,0.829902,"(n,n') XS"
116Sn,788.8,0.822374,"(n,n') XS"
116Sn,770.89,0.754545,"(n,n') XS"
116Sn,1795.07,0.735645,"(n,n') XS"
116Sn,1252.15,0.687087,"(n,n') XS"
117Sn,158.56,110.56,"(n,n') XS"
117Sn,1278.5200000000002,51.5217,"(n,n') XS"
117Sn,363.92,39.4016,"(n,n') XS"
117Sn,552.98,38.9674,"(n,n') XS"
117Sn,201.44,32.823,"(n,n') XS"
117Sn,1310.8200000000002,22.3603,"(n,n') XS"
117Sn,1338.24,14.8635,"(n,n') XS"
117Sn,1446.1999999999998,13.6653,"(n,n') XS"
117Sn,1287.6399999999999,9.84065,"(n,n') XS"
117Sn,989.72,8.37927,"(n,n') XS"
117Sn,980.0,6.455,"(n,n') XS"
117Sn,628.46,6.455,"(n,n') XS"
117Sn,1162.96,6.44478,"(n,n') XS"
117Sn,861.36,6.16424,"(n,n') XS"
117Sn,1021.14,5.72985,"(n,n') XS"
117Sn,909.5,5.56959,"(n,n') XS"
117Sn,1273.42,5.56959,"(n,n') XS"
117Sn,949.5,3.81556,"(n,n') XS"
117Sn,1313.42,3.81556,"(n,n') XS"
117Sn,1004.53,3.22498,"(n,n') XS"
117Sn,1550.0,2.12216,"(n,n') XS"
117Sn,1198.46,2.12216,"(n,n') XS"
117Sn,1310.0400000000002,2.01917,"(n,n') XS"
117Sn,1686.0,1.60251,"(n,n') XS"
117Sn,1334.46,1.60251,"(n,n') XS"
117Sn,1510.1,1.57781,"(n,n') XS"
117Sn,1131.5,1.56799,"(n,n') XS"
117Sn,1495.42,1.56799,"(n,n') XS"
117Sn,1530.0,1.52316,"(n,n') XS"
117Sn,851.5,1.52316,"(n,n') XS"
117Sn,1019.92,1.51658,"(n,n') XS"
117Sn,1468.6,1.41334,"(n,n') XS"
117Sn,912.55,1.3487,"(n,n') XS"
117Sn,1591.0500000000002,1.3487,"(n,n') XS"
117Sn,1509.64,1.15533,"(n,n') XS"
117Sn,1031.5,1.05706,"(n,n') XS"
117Sn,1710.0,1.05706,"(n,n') XS"
117Sn,1692.42,1.03973,"(n,n') XS"
117Sn,1328.5,1.03973,"(n,n') XS"
117Sn,1578.25,0.869111,"(n,n') XS"
117Sn,845.97,0.651475,"(n,n') XS"
117Sn,1419.6899999999998,0.512807,"(n,n') XS"
117Sn,1410.0,0.213628,"(n,n') XS"
117Sn,1611.44,0.213628,"(n,n') XS"
117Sn,1588.0,0.14706,"(n,n') XS"
117Sn,1789.4399999999998,0.14706,"(n,n') XS"
117Sn,1179.7,0.114605,"(n,n') XS"
117Sn,396.96,0.0677956,"(n,n') XS"
118Sn,1229.67,426.75,"(n,n') XS"
118Sn,1050.68,234.879,"(n,n') XS"
118Sn,253.68,105.644,"(n,n') XS"
118Sn,40.89,54.9209,"(n,n') XS"
118Sn,1095.18,50.4266,"(n,n') XS"
118Sn,314.09,47.3743,"(n,n') XS"
118Sn,813.22,15.9729,"(n,n') XS"
118Sn,2042.8799999999999,14.7265,"(n,n') XS"
118Sn,452.71,11.6023,"(n,n') XS"
118Sn,365.12,10.4159,"(n,n') XS"
118Sn,1178.3300000000002,10.4159,"(n,n') XS"
118Sn,1504.12,9.55912,"(n,n') XS"
118Sn,598.36,8.84631,"(n,n') XS"
118Sn,43.06,7.84671,"(n,n') XS"
118Sn,445.99,7.81377,"(n,n') XS"
118Sn,1091.5600000000002,6.58965,"(n,n') XS"
118Sn,1173.5500000000002,5.44032,"(n,n') XS"
118Sn,1259.21,5.23573,"(n,n') XS"
118Sn,449.09,4.91904,"(n,n') XS"
118Sn,1098.35,4.88814,"(n,n') XS"
118Sn,683.0899999999999,4.76421,"(n,n') XS"
118Sn,523.09,4.71933,"(n,n') XS"
118Sn,2120.0,4.25839,"(n,n') XS"
118Sn,890.3299999999999,4.25839,"(n,n') XS"
118Sn,208.53,4.06378,"(n,n') XS"
118Sn,557.47,3.80361,"(n,n') XS"
118Sn,929.1199999999999,2.6977,"(n,n') XS"
118Sn,1742.33,2.6977,"(n,n') XS"
118Sn,1347.33,2.08221,"(n,n') XS"
118Sn,2577.0,2.08221,"(n,n') XS"
118Sn,2677.35,1.92123,"(n,n') XS"
118Sn,2903.87,1.8955,"(n,n') XS"
118Sn,1495.3300000000002,1.66603,"(n,n') XS"
118Sn,2725.0,1.66603,"(n,n') XS"
118Sn,1447.68,1.65206,"(n,n') XS"
118Sn,528.64,1.40251,"(n,n') XS"
118Sn,1300.33,1.37258,"(n,n') XS"
118Sn,2530.0,1.37258,"(n,n') XS"
118Sn,2934.0,1.24992,"(n,n') XS"
118Sn,1704.33,1.24992,"(n,n') XS"
118Sn,2328.02,1.14394,"(n,n') XS"
118Sn,1508.34,1.06199,"(n,n') XS"
118Sn,1700.05,0.952022,"(n,n') XS"
118Sn,1674.1999999999998,0.701264,"(n,n') XS"
118Sn,827.24,0.660948,"(n,n') XS"
118Sn,2324.85,0.554552,"(n,n') XS"
118Sn,284.57,0.39946,"(n,n') XS"
118Sn,2738.01,0.36421,"(n,n') XS"
118Sn,1267.21,0.34969,"(n,n') XS"
118Sn,474.57,0.252473,"(n,n') XS"
119Sn,1242.52,39.7871,"(n,n') XS"
119Sn,763.14,28.9864,"(n,n') XS"
119Sn,1210.0,27.2136,"(n,n') XS"
119Sn,23.869999999999997,17.7507,"(n,n') XS"
119Sn,1330.9299999999998,17.112,"(n,n') XS"
119Sn,966.82,14.2592,"(n,n') XS"
119Sn,1163.86,13.5211,"(n,n') XS"
119Sn,1289.27,13.0713,"(n,n') XS"
119Sn,972.87,11.4275,"(n,n') XS"
119Sn,69.3,9.64458,"(n,n') XS"
119Sn,970.47,9.64458,"(n,n') XS"
119Sn,1214.87,6.57764,"(n,n') XS"
119Sn,1065.57,6.24653,"(n,n') XS"
119Sn,1354.8,5.47543,"(n,n') XS"
119Sn,990.6899999999999,4.84865,"(n,n') XS"
119Sn,920.5100000000001,4.7105,"(n,n') XS"
119Sn,99.0,4.62645,"(n,n') XS"
119Sn,521.99,4.62645,"(n,n') XS"
119Sn,1420.4699999999998,3.30738,"(n,n') XS"
119Sn,450.0,3.30738,"(n,n') XS"
119Sn,1694.5300000000002,2.77786,"(n,n') XS"
119Sn,1187.73,2.56814,"(n,n') XS"
119Sn,1765.83,2.33175,"(n,n') XS"
119Sn,602.99,2.00842,"(n,n') XS"
119Sn,1366.13,2.00842,"(n,n') XS"
119Sn,943.99,1.81244,"(n,n') XS"
119Sn,521.0,1.81244,"(n,n') XS"
119Sn,896.64,1.64859,"(n,n') XS"
119Sn,600.0,1.50491,"(n,n') XS"
119Sn,1022.99,1.50491,"(n,n') XS"
119Sn,845.0,1.40649,"(n,n') XS"
119Sn,1815.47,1.40649,"(n,n') XS"
119Sn,434.29,1.36888,"(n,n') XS"
119Sn,767.39,1.35917,"(n,n') XS"
119Sn,1562.0,1.1993,"(n,n') XS"
119Sn,571.31,1.1993,"(n,n') XS"
119Sn,1249.71,0.968307,"(n,n') XS"
119Sn,1547.93,0.954949,"(n,n') XS"
119Sn,1593.23,0.732309,"(n,n') XS"
119Sn,651.2900000000001,0.678036,"(n,n') XS"
119Sn,1554.4,0.584494,"(n,n') XS"
119Sn,599.3100000000001,0.576512,"(n,n') XS"
119Sn,1590.0,0.576512,"(n,n') XS"
119Sn,1609.1299999999999,0.489681,"(n,n') XS"
119Sn,845.99,0.489681,"(n,n') XS"
119Sn,1089.44,0.393546,"(n,n') XS"
119Sn,322.09,0.391533,"(n,n') XS"
119Sn,1571.8000000000002,0.305668,"(n,n') XS"
119Sn,1225.8400000000001,0.271059,"(n,n') XS"
119Sn,633.89,0.244679,"(n,n') XS"
120Sn,1171.27,337.635,"(n,n') XS"
120Sn,1023.0300000000001,189.799,"(n,n') XS"
120Sn,89.97,114.539,"(n,n') XS"
120Sn,197.36,58.7079,"(n,n') XS"
120Sn,1229.04,37.2697,"(n,n') XS"
120Sn,354.89,26.5237,"(n,n') XS"
120Sn,2173.0,18.1628,"(n,n') XS"
120Sn,1294.3700000000001,13.4394,"(n,n') XS"
120Sn,400.89000000000004,11.5821,"(n,n') XS"
120Sn,925.9399999999999,9.0059,"(n,n') XS"
120Sn,515.78,7.49179,"(n,n') XS"
120Sn,345.7,7.46362,"(n,n') XS"
120Sn,255.73000000000002,7.46362,"(n,n') XS"
120Sn,560.0699999999999,6.71489,"(n,n') XS"
120Sn,411.66999999999996,6.15939,"(n,n') XS"
120Sn,268.08,5.98239,"(n,n') XS"
120Sn,1472.09,5.3167,"(n,n') XS"
120Sn,320.37,5.2527,"(n,n') XS"
120Sn,517.73,5.2527,"(n,n') XS"
120Sn,2097.2,5.04329,"(n,n') XS"
120Sn,1184.1200000000001,3.98022,"(n,n') XS"
